Branch size,Running time
20,0.4735128879547119
22,1.288146734237671
21,1.0927329063415527
24,0.605839729309082
20,1.2639169692993164
26,1.3353888988494873
20,1.440566062927246
22,0.6472530364990234
18,1.4296669960021973
25,0.223344087600708
21,1.6148319244384766
27,0.7348170280456543
19,1.3145232200622559
34,0.9790751934051514
2,0.2794640064239502
33,0.8681142330169678
37,0.7619478702545166
38,0.00021386146545410156
20,0.4418010711669922
20,0.6433918476104736
22,1.461724042892456
21,0.9944310188293457
22,2.1254079341888428
35,1.4964280128479004
18,1.5150671005249023
33,2.1251220703125
20,0.8802318572998047
32,2.597587823867798
25,2.328918218612671
32,2.626441240310669
26,1.0343608856201172
32,2.4567019939422607
31,2.7468080520629883
32,5.110132932662964
38,2.960520029067993
28,3.260812997817993
35,2.8330838680267334
5,1.1290686130523682
39,3.1529903411865234
28,4.781876087188721
41,6.10232400894165
25,4.232014894485474
48,2.9824109077453613
26,4.245827674865723
45,2.3769378662109375
27,3.129456043243408
46,4.622265815734863
25,4.073868989944458
46,3.390756130218506
27,2.288135051727295
43,3.009531021118164
28,3.5941262245178223
41,2.8061492443084717
30,2.2241790294647217
35,2.6234476566314697
31,3.580641984939575
38,5.671008825302124
32,1.8669798374176025
35,5.2517991065979
33,2.908405303955078
37,5.56713604927063
34,3.5875661373138428
39,5.00589394569397
33,2.9109129905700684
39,4.114087820053101
29,3.6035072803497314
34,4.872335910797119
33,2.277289867401123
36,4.3603270053863525
31,3.0170609951019287
30,4.31865382194519
32,0.8413851261138916
31,1.4923572540283203
32,3.3304851055145264
38,3.648113965988159
35,4.791700839996338
40,6.280613899230957
35,1.3018078804016113
33,3.3906729221343994
40,7.792126893997192
39,2.1501717567443848
40,6.142852783203125
38,2.820004940032959
4,0.982025146484375
42,5.481601715087891
36,2.5879640579223633
1,0.3833737373352051
35,4.307528972625732
36,4.311476945877075
2,0.7340409755706787
38,4.144147872924805
33,7.71601414680481
43,4.02473783493042
1,0.2646620273590088
37,0.7886440753936768
23,1.342607021331787
35,1.2648298740386963
2,0.32184410095214844
42,0.8746540546417236
1,0.290419340133667
40,1.1816558837890625
26,2.3371658325195312
31,0.6700189113616943
26,2.616672992706299
34,1.743530035018921
20,1.452341079711914
28,0.3962440490722656
4,0.3599088191986084
32,0.305316686630249
18,0.7751412391662598
31,0.5621058940887451
20,0.6839568614959717
33,0.6113777160644531
2,0.1470928192138672
32,0.33910298347473145
4,0.2799248695373535
33,0.26993322372436523
5,0.24887609481811523
36,0.11277079582214355
4,0.132584810256958
35,0.13277101516723633
49,0.006020069122314453
51,0.006838083267211914
58,0.011574983596801758
55,0.047039031982421875
58,0.022354841232299805
56,0.0003387928009033203
20,0.36733198165893555
20,0.47662901878356934
22,0.2410600185394287
19,0.878054141998291
24,1.4921290874481201
20,0.9743337631225586
26,1.7597930431365967
20,0.9567520618438721
24,1.109480857849121
19,0.8960177898406982
29,1.9205009937286377
27,2.288421869277954
23,1.548412799835205
31,2.5379440784454346
4,0.8952341079711914
29,0.9355068206787109
24,2.2157859802246094
29,2.592750072479248
26,0.5742528438568115
20,1.8820631504058838
28,1.0102248191833496
24,2.698383092880249
31,2.1475329399108887
24,2.6172261238098145
36,3.2037582397460938
28,3.400818109512329
37,3.6221277713775635
25,3.871440887451172
37,3.4933550357818604
29,1.7271559238433838
36,3.4493560791015625
32,2.482865810394287
35,2.5183117389678955
5,0.771730899810791
40,3.5777459144592285
24,2.781136989593506
40,4.023905038833618
30,3.3341259956359863
37,2.5181751251220703
33,3.6453161239624023
39,3.855921983718872
40,6.548367023468018
41,2.83776593208313
39,2.8875629901885986
37,1.628882884979248
43,5.3275110721588135
31,3.0300850868225098
37,3.029939889907837
35,2.8150038719177246
35,3.0583081245422363
34,3.497112989425659
42,4.316677093505859
37,2.497251033782959
4,0.883289098739624
38,3.4224472045898438
24,0.9477193355560303
38,1.5170178413391113
28,1.253411054611206
3,0.27659106254577637
29,1.007416009902954
1,0.06605887413024902
25,0.21301913261413574
2,0.1595311164855957
26,0.4254021644592285
4,0.31440114974975586
24,0.8341009616851807
39,0.5005111694335938
36,0.2943742275238037
33,0.054096221923828125
37,0.348923921585083
20,0.4064631462097168
20,0.5072770118713379
22,0.342850923538208
19,1.0203769207000732
28,1.3306400775909424
19,2.603969097137451
34,2.260392904281616
20,1.2191340923309326
26,1.995544195175171
21,1.8901231288909912
32,3.0113139152526855
28,1.9476327896118164
27,2.562988042831421
28,4.547096014022827
35,2.3983511924743652
33,4.801849842071533
32,2.091557025909424
28,4.88330602645874
38,4.529416084289551
29,4.9508960247039795
36,5.029889106750488
29,2.511153221130371
33,3.1892058849334717
30,3.222212791442871
31,2.405667781829834
29,3.6282851696014404
33,2.9210469722747803
27,3.4563000202178955
33,0.7578141689300537
4,0.9806029796600342
37,2.272451877593994
21,3.303961992263794
46,2.636997938156128
25,1.4758939743041992
39,3.3518459796905518
2,0.45218873023986816
38,1.3090338706970215
6,0.6812341213226318
32,0.390470027923584
3,0.7761569023132324
39,1.0918200016021729
2,0.2213280200958252
38,0.46108007431030273
15,1.02693510055542
43,0.7639689445495605
1,0.38668298721313477
44,1.263089895248413
22,3.460474967956543
40,1.827052116394043
21,2.6379151344299316
40,2.0829720497131348
3,0.3609910011291504
39,0.2880890369415283
2,0.539160966873169
45,0.9485030174255371
3,0.5080199241638184
52,0.6223688125610352
15,1.3551559448242188
49,0.6366829872131348
13,1.1002099514007568
49,0.4752161502838135
4,0.4542868137359619
50,0.39247608184814453
8,0.5900721549987793
46,0.2426760196685791
4,0.2883470058441162
44,0.2334129810333252
3,0.3742079734802246
48,0.21642708778381348
51,0.1590571403503418
57,0.009232044219970703
56,0.005815982818603516
50,0.003432035446166992
47,0.00813913345336914
49,0.009437799453735352
49,0.0038042068481445312
41,0.006504058837890625
48,0.025740861892700195
49,0.00550389289855957
53,0.024112939834594727
51,0.004457950592041016
50,0.007348775863647461
55,0.016659021377563477
51,0.024039030075073242
49,0.0012998580932617188
47,0.028774023056030273
47,0.006134986877441406
50,0.013705968856811523
47,0.0073659420013427734
48,0.026275157928466797
55,0.007337808609008789
56,0.01761317253112793
48,0.010645151138305664
48,0.006291866302490234
49,0.05541181564331055
58,0.0035161972045898438
56,0.019215822219848633
59,0.03068089485168457
53,0.013358116149902344
54,0.005196094512939453
53,0.0010509490966796875
20,0.3134491443634033
20,0.6550118923187256
22,1.2147340774536133
21,0.7763640880584717
24,1.334233045578003
22,1.7516379356384277
34,2.4023680686950684
20,1.0566189289093018
35,1.8094682693481445
20,1.1236891746520996
27,1.327751874923706
22,1.449709177017212
31,1.17634916305542
22,0.40400004386901855
23,1.3692660331726074
22,1.401404857635498
28,1.381525993347168
26,1.5157880783081055
26,0.46430516242980957
3,0.3828260898590088
30,1.5819849967956543
21,2.5074098110198975
33,0.938478946685791
3,0.28522706031799316
34,1.2870419025421143
20,2.570625066757202
41,1.6533470153808594
19,3.3798258304595947
49,2.8757987022399902
19,2.883420944213867
46,0.8330376148223877
17,1.9891672134399414
55,1.3189990520477295
16,1.88423490524292
51,2.8641421794891357
50,0.023797035217285156
48,1.9051499366760254
48,2.503936767578125
20,0.32407522201538086
20,0.5684909820556641
22,1.080970048904419
21,0.7526228427886963
24,1.4871180057525635
20,0.8314511775970459
26,1.9522628784179688
20,1.2315831184387207
24,0.991948127746582
19,0.9890580177307129
29,2.418645143508911
27,1.3855679035186768
23,1.192742109298706
31,1.219531774520874
4,0.37735986709594727
29,1.0894970893859863
24,1.3697171211242676
29,1.8961989879608154
26,1.4758179187774658
20,2.4780399799346924
28,1.7733371257781982
24,3.173203945159912
31,1.651482105255127
24,2.2871789932250977
36,3.2142908573150635
28,2.102839946746826
37,3.536924123764038
25,1.853750228881836
31,2.2869770526885986
23,2.539371967315674
32,1.9142100811004639
27,1.5246732234954834
31,1.9269046783447266
26,2.102095127105713
33,3.813452959060669
31,1.235198974609375
34,2.878154993057251
30,2.671252965927124
35,3.5210392475128174
41,4.675343990325928
29,3.4915058612823486
38,3.1926348209381104
29,3.3240561485290527
32,3.259171962738037
27,3.298576831817627
30,3.029231071472168
36,2.329514980316162
24,1.5462689399719238
23,0.9253990650177002
24,1.469031810760498
26,0.42385005950927734
4,0.4600551128387451
32,1.7112338542938232
6,0.8172118663787842
34,1.4673309326171875
22,0.7481040954589844
33,1.721121072769165
21,0.6791930198669434
36,2.475088119506836
25,1.048586130142212
5,0.6231281757354736
29,1.2457988262176514
22,1.1282141208648682
3,0.32259202003479004
29,0.9462389945983887
2,0.23020195960998535
30,1.131479024887085
20,0.5229971408843994
28,1.3140220642089844
19,1.0969338417053223
26,1.1925058364868164
22,0.9389979839324951
31,0.9727668762207031
18,0.746182918548584
26,1.247889757156372
21,0.8544220924377441
4,0.3416321277618408
20,1.03326416015625
34,0.6992878913879395
19,1.2883350849151611
31,0.9538919925689697
17,1.2530949115753174
7,0.42009758949279785
16,1.0083279609680176
33,1.0283730030059814
14,1.3832671642303467
40,1.8012683391571045
17,1.862673282623291
37,1.833517074584961
20,0.5177037715911865
29,0.7369108200073242
12,0.4055790901184082
28,0.21061301231384277
12,0.2739269733428955
25,0.20222711563110352
9,0.39314794540405273
26,0.27820420265197754
16,0.7016069889068604
25,0.1717548370361328
7,0.28673791885375977
25,0.3744168281555176
17,0.8629369735717773
29,0.3138771057128906
4,0.20764398574829102
26,0.4504411220550537
5,0.36945199966430664
29,0.26680588722229004
13,0.5408508777618408
30,0.22782588005065918
13,0.5694069862365723
28,0.2508370876312256
3,0.17563390731811523
29,0.5098371505737305
17,0.5577242374420166
20,0.29192185401916504
16,0.3730309009552002
27,0.4235508441925049
15,0.23259711265563965
22,0.23400378227233887
5,0.16350197792053223
24,0.23863601684570312
3,0.12668919563293457
26,0.15773320198059082
4,0.14735722541809082
28,0.17699694633483887
4,0.17542004585266113
23,0.27868103981018066
15,0.3149139881134033
25,0.17963504791259766
15,0.5000159740447998
22,0.16826510429382324
5,0.16763710975646973
24,0.2123560905456543
15,0.3971982002258301
27,0.5023400783538818
18,0.42520904541015625
22,0.35963010787963867
18,0.36850976943969727
16,0.15236997604370117
4,0.058732032775878906
14,0.03098320960998535
5,0.05588507652282715
14,0.030106306076049805
8,0.07376599311828613
14,0.037825822830200195
6,0.06510591506958008
14,0.02578425407409668
6,0.0888833999633789
16,0.052187204360961914
6,0.22356081008911133
33,0.10945367813110352
29,0.019127845764160156
27,0.0004980564117431641
33,0.0007948875427246094
